id	label	sentence1	sentence2
57	0	借呗升网商贷好吗	网商贷跟蚂蚁借呗哪个更好用
58	0	明天借呗到期 能分期还吗	借呗可以提前还分期么
59	1	我是个商户为什么没有借呗	我的支付宝怎么会没有蚂蚁借呗的
60	0	花呗可以在什么时候使用	我什么时候才可以开通花呗
61	0	借呗超过分期时间一起还可以吗	借呗还款日可以分期还么
62	1	我提前还款借呗为什么封额度	蚂蚁借呗提前还款后没有额度了是什么原因
63	1	如何将借呗换成网商	如何由借呗升级到网商贷
64	0	我以前登花呗的手机号忘了	我手机号设变换了手机以前直接登录花呗现帐户和密码忘记怎么办
65	0	淘宝买东西花呗能用么	在淘宝可以用花呗吗
66	1	为什么我的收钱码不支持花呗了	我开通营业执照收钱码，不支持花呗，收不了
67	0	怎么不能用花呗	怎么显示可以知道可以使用花呗
68	0	蚂蚁借呗第二次借款是本月还还是下个月还	蚂蚁借呗，可以借一个月嘛
69	0	别人花呗付款有额度限制吗	花呗付款每天有限制额度吗
70	1	花呗分期不能用	花呗分期 目前不能选择
71	0	为什么显示我没有花呗	为什么花呗显示没有通过
72	0	开通花呗信用卡收款条件不符合	开通花呗收款提示条件不符合，需要什么条件
73	0	借呗放款到银行卡可以转账吗	借呗还款 银行卡只能转入一万
74	0	借呗怎么还款	我想从借唄借两万，按期还款，每月应该还多少，利息怎么算
75	0	信用卡花呗重复扣款	花呗还款重复扣费
76	0	蚂蚁借呗到期当天***点还款吗	借呗还款日包括还款当天吗
77	1	身份证到期了不能借呗吗	身份证过期可以申请蚂蚁借呗吗
78	1	机票能蚂蚁花呗吗	我用花呗定了机票
79	0	我的借呗号码和我的本机号码不一致怎么办	花呗帐号和我的手机号不一致
80	1	借呗预留电话修改	蚂蚁借呗修改资料
81	0	花呗***元分***期要多少钱	花呗 分***期多少钱
82	0	为什么花呗付款交易成功后，对方没收到钱	花呗付款卖家没收到钱怎么回事
83	0	我这个号码准备不用了 花呗可以在另个号码开通吗	把花呗关了可以在开吗
84	1	花呗自己限制额度了	为什么我的花呗被.限额了
85	1	为什么花呗分期的金额不对	我分期花呗不对
86	0	我想开通支付宝花呗，跟信用卡收款功能	我开通了信用卡和花呗收钱，为什么别人不能用
87	0	我也想只还花呗分期所有的账	花呗还款期限是怎么算的
88	1	借呗开通的条件都满足了 为啥开不了	为什么我不能开通借呗呀
89	0	支付宝花呗不在理赔范围内	花呗在保障范围内吗
90	1	我的花呗我分期了可以提前还完吗	现在可以把花呗分期的钱全部提前还了吗
91	0	如何对花呗进行设置密码	我想在花呗消费时设置密码
92	1	蚂蚁借呗无通知关闭	蚂蚁借呗开通又关闭是咋回事
93	1	蚂蚁借呗要多少信誉能开通	芝麻信用得多少分才能有借呗
94	1	我的花呗买东西不能使用只能淘宝网使用	现在我蚂蚁花呗只能用于淘宝了，其他什么都不支持了
95	0	花呗在商家退款前已还清，那商家退回花呗的钱去了哪里	我的退款显示退到花呗，但是我的花呗已经还清，退到花呗的钱去哪了
96	1	更改手机号码为何会影响花呗借呗	手机号码不用了注销后会影响另一个支付宝账户花呗吗
97	0	花呗可不可以从余利宝自动扣款	花呗自动扣款是重庆吗
98	0	花呗购买q币有限额吗	花呗分期每天有限额吗
99	0	我这里要开通花呗是吗	开通花呗不用 扣钱吗
100	0	花呗怎么了	花呗怎么可以充值了
101	0	不想用这个账号的花呗，想换个账号，可是已经开通了怎么办	我***号码的支付宝账号已经改用***的，怎么还是不能用花呗
102	1	退到花呗里的钱怎么办	钱款退到我的花呗里
103	0	这个花呗如何设置密码	淘宝里的花呗如何设密码
104	0	为什么给我吧借呗停了	为什么停止了我的借呗
105	0	我用分期花呗购买此商品可以吗	我可以直接购买，要花呗吗
106	1	我用花呗换购活动买的东西，退款没收到	花呗付款买的东西退款了但是花呗还款没有收到
107	1	花呗是这个月借多少下个月就还多少吗	花呗是花多还多少吗
108	0	我花呗逾期了，可不可以，在帮我宽限两天	我花呗有欠款，但是还没有逾期一个月
109	1	主动申请蚂蚁借呗流程	蚂蚁借呗自功申请
110	1	花呗未还完影响开通借呗吗	蚂蚁花呗到期了没有还款可以开通蚂蚁借呗吗
111	1	我想还款花呗***年的分期付款。为什么还不了	为什么花呗分期无法还款
112	1	如何查询应还花呗的总额	如何看花呗的全额还款
113	1	我借呗怎么提升以前额度	怎么才能把借呗额度提高
114	0	为什么我开通了花呗，就是用不了	花呗收款怎么开不了
115	0	这个没看到退回花呗账户	我有一笔钱退回花呗，但没看到呀，怎么办
116	0	我的借呗当期借款都还了，为什么还显示逾期	我的借呗显示有逾期贷款未还清 但是没有了 是冻结了吗
117	1	花呗怎么不能使用 已经还款了	我的花呗逾期了，已经还清了，为什么不能用了
118	0	没有就是收收钱红包用不了花呗也用不了	我的花呗领红包怎么，用不了了
119	0	花呗自动换款从哪里扣	花呗自动扣款都是从我卡里扣的吗
120	1	开通花呗不消费会有费用么	如果开通花呗，没有使用，或者只开通不使用有费用吗
121	1	实时退税完，冻结了我花呗的额度	为什么冻结我花呗了
122	0	花呗收钱一次能收多少钱	商家花呗收钱一人能收几次
123	0	我花呗额度什么掉了	花呗界面临时额度不见了
124	1	我的花呗怎么不能提前还钱	为什么我用完花呗不能提前还款
125	1	多个支付宝账户会不会影响蚂蚁借呗的开通	身份证实名认证两个支付宝会不会影响开通借呗
126	1	我不要用花呗支付，直接用支付宝支付	我要取消不想用这个，花呗是吧
127	0	借呗分六期第一期可以不还吗	借呗分期可以一次性还清
128	0	借呗的钱一直都不借	借呗，借的钱，可以还一部分，一部分分期
129	1	花呗找人代还	蚂蚁花呗能别人帮还嘛
130	0	可以把借呗的钱弄低点吗	蚂蚁借呗的钱晚一天还可以吗
131	0	银行卡扣钱了 为什么花呗上面还是显示没有还款	没有增加银行卡能还花呗的钱吗
132	0	商家显示有花呗服务 付款时显示不支持花呗	花呗怎么不支持我付款
133	0	为什么我的花呗上显示***元，我只能用***	我刚刚还了花呗***，为何只显示我换了
134	0	为什么更换手机借呗就没有了	为什么我的蚂蚁借呗消失了
135	0	蚂蚁花呗退款可以	说退款在蚂蚁花呗
136	0	借呗还款后遇到限额	借呗还款额度不对
137	0	蚂蚁借呗每个月多少号可以重新借	蚂蚁借呗要有多少积分才可以借钱
138	0	蚂蚁借呗存在风险被中断操作	借呗开通显示账户存在风险
139	0	花呗怎么把分期的余款还清	花呗分期还怎么弄
140	0	借呗可以不人脸识别吗	借呗贷款人脸刷不过
141	0	晚上借呗转账多久到账	借呗借完多久到账
142	0	为什么我的蚂蚁借呗 不会自动还款	这个借呗是自动还款吗
143	0	借呗分期还款怎么设置	借呗可以晚一天还款么
144	0	花呗提前还款成功，后续退款成功怎么办	怎么现在在淘宝用的花呗不可以提前还款了
145	0	我的退款还没到‘申请提升花呗额度	花呗退款多久额度回来
146	1	从借呗借款影响从银行贷款吗	蚂蚁借呗跟银行贷款有关系吗
147	1	帮助朋友还款花呗	找朋友帮还花呗好不好
148	0	我花呗可不可以二月九号还款日不还款改为三月九号还两个月的款	我如果在***月***号还款了，我在***月***号的时候又用了花呗，那还款日期是***月***号还是***月***号
149	0	借呗记录能清除不	蚂蚁借呗。借款记录
150	0	我的蚂蚁花呗一直不能用了吗	我的花贝怎么还用不了
151	1	借呗还款如何改成银行卡	借呗绑定银行卡能换吗
152	0	花呗 优酷会员	花呗在优酷会员买了连续包月怎么取消
153	0	花呗里的钱不消费会产生利息吗	现在开通蚂蚁花呗的话，申通额度不用的话会有利息产生的吗
154	0	我花呗买的产品在哪查看	怎么查用花呗买的物品
155	1	我在淘宝怎么用花呗	支付宝有花呗，不知道在淘宝怎么使用
156	0	之前花呗付掉的钱现在又退到花呗去了	现在我退的去钱只能放在花呗里了吗
157	0	***活动有花呗临时额度嘛	为什么我花呗没有临时额度了
158	0	花呗额度多少更新	负花呗额度能用多少
159	0	无法设置首选花呗	不想首选花呗
160	0	退到花呗的退款怎么提现出来，我这里显示退到花呗里面了，但是找不到退的钱在哪	花呗的分期付款什么时候会体现出来
161	0	我花呗额度咋这么低	花呗额度没法提升
162	1	用花呗不小心交话费了 能退回么	我用花呗充话费冲错了能退吗
163	1	花呗分期后能不能再次分期	花呗可以多次申请分期吗
164	0	怎么花呗加银联支付	不是付款了吗，怎么花呗还提醒支付
165	0	为什么这次花呗帐单还款没有分期还款选项	我花呗已经还了，银行帐单上钱已扣，为什么花呗没有清掉，显示欠费
166	0	我用花呗卖衣服发生退款有手续费吗	花呗按揭退款还会扣手续费嘛
167	1	我说是花呗电话	花呗在线电话
168	0	为什吗花呗显示已付款淘宝却还是未付款	已用花呗付款，但是淘宝显示未付款
169	1	可以帮我提高一下借呗额度吗	借呗可以伸请提升吗
170	0	我已经绑完卡。再次进入花呗页面。为什么还让我绑卡	我的花呗为什么显示绑定银行卡
171	1	可以调花呗还款日期吗	花呗能更改还款日期吗？就是每月几号之前还款的日期
172	0	可不可以开下我的蚂蚁借呗	用信用卡可以开通借呗嘛
173	0	问下，支付宝手机解绑后，花呗还能用吗	我现在想解绑我的支付宝
174	0	为什么芝麻借呗一直不让我审核通过	借呗审核不通过，下一次是什么时候
175	0	怎么使用不了蚂蚁借呗	信誉度打到了为什么蚂蚁借呗还不能用
176	1	我买了什么东西用了花呗	我刚才用花呗买了东西我想咨询一下得什么
177	1	我下个月可以调整花呗额度么	一号的可以调整花呗额度吗
178	1	花呗分期优惠券在哪查看	我记得我获得一张蚂蚁花呗分期的免息券在哪里可以看到
179	1	是否可以用花呗支付	能用花呗吗付款吗
180	0	淘宝智力客服	不是淘宝是花呗的客服
181	0	怎么样能开通花呗	花呗开通了，咋收钱
182	1	借呗信用到多少可以借款	达到多少额度可以申请借呗
183	0	我把花呗的钱了还了怎么还有	蚂蚁花呗自己怎么还款
184	1	账户暂时不满足借呗使用条件这个该怎么解决	我的蚂蚁借呗信用极好为什么条件不满足
185	1	花呗是负的 会影响吗	蚂蚁花呗额度为负，影响信用吗
186	0	我现在能听的花呗的额度吗	花呗额度是在里边充钱的额度吗
187	0	为什么我淘宝买东西用的是花呗支付，我在支付宝不能查看	为什么我的淘宝能用花呗 支付宝用不成
188	0	花呗分期，提前还清怎么操作	提交订单了怎么使用花呗分期
189	0	我的花呗账单没法分期	花呗分期账单申请找不到
190	0	我花呗是否要还款	我用的花呗还款是否成功
191	0	蚂蚁借呗还款日多久	蚂蚁借呗最迟几天还款
192	1	蚂蚁借呗综合评估多长时间	借呗系统综合评估多久一次
193	1	本月借呗还款记录怎么看	借呗还款纪录在哪看
194	1	花呗逾期一天是多少费用	花呗预期多少利息
195	1	代付能否使用花呗	帮朋友代付不可以使用花呗吗
196	0	我想看一下，我花呗什么时候用钱	注销了花呗，什么时候再能申请
197	1	花呗如果超过规定时间还钱，按照多少利息算	如果没有按时还款花呗 那利息是多少
198	0	蚂蚁花呗被冻结了怎么解冻	我的花呗账单被冻结的
199	0	为什么用花呗买车险提示不支持	花呗不支持了
200	0	我的借呗已经授权了	我的借呗 已经授权了为什么不能用
201	1	借呗还款迟了一天怎么办	借呗忘记还了逾期不到一天
202	0	我借呗中午***点不还会影响吗	蚂蚁借呗过了中午***还款时间
203	0	花呗大型超市能用吗	花呗能在超市使用
204	0	什么时候使用花呗	蚂蚁花呗什么时候恢复
205	0	花呗和借呗密码怎么修改	怎么改蚂蚁借呗密码
206	0	蚂蚁花呗关闭之后，在另一个账号什么时候可以开通	一个账号关闭花呗多久，可以开启另一个号的花呗
207	0	花呗临时额度花完又领取了	花呗双十一临时额度怎么用
208	0	我的蚂蚁借呗刚才领了一个什么礼包。额度就涨到***了	我今天领取了一个借呗红包
209	1	都是说花呗分期不行	我得花呗不能分期
210	1	花呗能读延时还款	花呗延后两天还款
211	0	借呗到账后能提到余额宝里不	借呗还款是从余额还是余额宝
212	0	如何取消了分期花呗	花呗上怎样取消分期付款
213	1	双***花呗会有临时额度	双***有临时花呗余额吗
214	0	设置借呗还款账户	借呗明天还款行吗
215	1	开通花呗，一开始额度是多少	第一次开通花呗，可以提额多少
216	0	我以前支付宝不记得了，为什么这个支付宝不能开通花呗	此账户已关闭花呗，另一个账户为何不能开通
217	0	花呗越期还款可以分期还款吗	花呗还款额可以分期还嘛
218	0	咋切换花呗账号	怎么切换支付宝账号绑定花呗
219	0	花呗更换绑定的银行卡	花呗绑定了银行卡了，怎么还不行
220	0	花呗收款怎么申请后还是不能使用	开通收款码。为什么买家不能使用花呗支付
221	0	为什么这个月花呗不能申请分期了	花呗分期可以申请二次吗
222	0	借呗显示逾期	借呗逾期***天有事情吗
223	0	借呗借款需要多久到账	蚂蚁借呗放款一般要多久才会到账
224	1	删除订单后如何删除花呗记录	花呗的记录如何删除
225	0	花呗设置自动还款，还款日期是几号	我十月六号用花呗买的东西，还款日是多少号
226	0	花呗临时额度准备查询	花呗临时额度入口在哪
227	0	客户端蚂蚁借呗	蚂蚁借呗 已经还清了
228	0	我没有宗花呗	我绑定了银行卡但是没有花呗
229	0	我的花呗***月账单上个月就还了	我花呗怎么还了***次***月份的账单
230	0	每月一号用蚂蚁花呗是下个月还款吗	花呗还款日能否定到每月***号
231	0	借呗预期一天会影响信用嘛	我借呗逾期一天，下午还会影响信用吗
232	0	怎么完成蚂蚁借呗实名认证	为什么实名认证后借呗入口不见了
233	0	网商贷和借呗有什么差距	网商贷和蚂蚁借呗 是一样的呀
234	0	我是这个支付宝的本人的家人，你们为啥还给一个有逾期记录的人开通借呗	他不光是只使用花呗借呗还有其他的网站借款，我们已经承受不了了
235	0	为什么蚂蚁借呗期限只有***个月***个月	蚂蚁借呗还款时间怎么只有***个月 ***个月
236	0	为什么花呗额度***，没用的情况下，可用额度变***	哥们，我的花呗为什么金额再没有张，一直是***
237	1	想用借呗借钱怎么操作	需要借呗借钱怎么办
238	0	我的借呗为什么只能选择六个月和十二个月	借呗还款时间为什么只有六个月和十二个月
239	0	花呗还款的最晚期限是什么时候	花呗还款的期限是多长时间
240	0	怎么改变花呗扣款日期	怎么关闭花呗的付款顺序
241	0	我已经关闭了花呗，怎么还能用花呗付款气死我了	a账号关闭花呗了，b账号怎么还提示使用a账号
242	0	蚂蚁借呗怎么借款	蚂蚁借呗按期还款怎样手动操作
243	0	哪里不满足开通借呗的条件	怎么看满不满足借呗条件
244	0	怎么会自动关闭借呗	点样关闭借呗
245	0	借呗的额度没有了什么时候恢复	借呗还款后额度没有恢复
246	0	我昨天申请的蚂蚁借呗 什么时候可以通过	可不可以帮我申请蚂蚁借呗
247	0	借呗不能每期手动还款吗	借呗自动还款怎么改成手动还款
248	0	怎么知道线下商家开通了花呗支付	他开通了花呗
249	0	花呗分三期每个月还好多	花呗分期每个月的明细
250	0	审核也通过了，为什么顾客还是不能用花呗给我付款	也就是说就算签约当面付也不一定能使用花呗吗
251	0	花呗显示另一个账户 但是账号密码忘记了	花呗账号、密码给忘了
252	1	花呗越还越多	我的花呗越换越多了
253	0	昨天花呗到期，影响吗，算逾期吗	花呗逾期一天要紧嘛
254	1	花呗不能付小黄车押金	花呗不能付单车押金
255	1	实体店花呗付款怎么收取手续费	花呗收钱需要支付手续费吗
256	1	借呗能分期还款么	我的借呗到期了能分期吗
257	0	为什么花呗还款没扣余额宝	花呗从余额宝扣么
258	0	借呗可以重新申请么	可以借呗可以借两次吗
259	0	花呗退款后钱去哪里了	花呗已还清，钱款去哪了
260	0	还花呗那信用额度咋还	花呗额度用完之后还款多久能增长额度
261	0	现在的版本花呗抽奖在哪	收到花呗积分抽奖在哪里
262	0	用花呗买东西怎样还款	怎样在支付宝上还花呗款
263	0	我身份信息已完善可是借呗叫我完善身份信息怎么回事	怎么完善蚂蚁借呗信息
264	0	花呗账单在哪里	花呗页面在哪里
265	1	蚂蚁借呗按时还款了。但没有余额	为什么借呗还款了没有可用余额
266	0	退款后还花呗	退款前花呗满额
267	0	我指的是蚂蚁借呗怎么还款	借呗时间过了怎么还款
268	0	我可以用多少花呗	花呗额度是越用越少么
269	1	花呗的自动还款目前是自动从银行卡扣除 可以设置为余额宝还吗	怎么样设置余额宝自动还花呗
270	0	借呗当日没还怎么还	借呗没还完
271	1	开通花呗的账户可以更换吗	以前的号码不用了，但是花呗是之前的号码开通的，怎么更换现在的号码
272	1	符合开通花呗需要哪些条件	不符合花呗开通条件是因为什么
273	1	能用花呗扫描二维码向商家支付吗	如何用扫一扫支付花呗
274	0	花呗付款失误，申请退款	已经还清花呗的订单，申请退款
275	0	花呗换号了怎么办	支付宝绑定的手机号改了，花呗怎么办
276	0	刚使用了花呗怎么显示没有账单	花呗还款了为什么还款额没有变
277	0	这个花呗还有什么用处呀	花呗买有什么好处吗
278	1	花贝怎么转到另一个账号账户上	我在其他账号使用了花呗，想把他转到这个号上来，怎么转
279	0	我的借呗怎么开不了	借呗为何用不了了
280	1	蚂蚁借呗***号还款，可不可以推迟两天，***号还	借呗可以推迟还吗
281	0	我花呗支付的手机话费为什么还没到账	我用花呗充话费，没有到账
282	1	蚂蚁借呗钱能推迟还吗	借呗可以推迟个月还没
283	1	花呗逾期重新开通	花呗因为逾期没法使用 怎样再次开通
284	1	花呗为什么那么久用不了	为什么我的花呗被停了
285	1	花呗 什么时候是出账日	花呗结账日是哪天
286	0	我这个月的花呗下下个月还可以吗	我这个月花呗分期了下个月还可以吗
287	0	花呗和掌上生活有什么不同	淘宝分期付款和花呗分期有什么区别
288	0	我用的余额宝支付的，为什么花呗也扣钱	我用花呗支付的花呗扣***余额也扣***这是怎么回事
289	1	我支付宝绑定的手机号，花呗也绑定了银行卡为什么还用不了花呗	为什么我玩的花呗都绑定银行卡了，都不能用
290	0	来分期是借呗	花呗跟来分期是一回事吗
291	0	借呗已经进行过分期，还能再次分期吗	借呗还不上这期还能再次分期吗
292	0	花呗可以支持商家付款	滴滴打车不支持花呗支付了吗
293	1	不是为啥我的借呗的利率是***，人家的，久别的人，***	为什么借呗不同的人不同利率
294	0	是我的花呗不想让用了吗	而且还是花呗分期里的商品
295	0	借呗可以分期吗	借呗是一次性还还是分期还
296	0	我开通借呗了，额度太少不够用怎么办	我用了一年多借呗涨的额度太慢
297	1	以前能用花呗缴费着嘛	前几天还能用花呗充值
298	0	蚂蚁借呗的记录能删除吗	怎么把吧蚂蚁借呗从框里删除
299	0	我已满足蚂蚁借呗条件，为什么还不能用	我是不是不满足开通借呗的条件
300	0	在电脑上支付宝能进花呗吗	电脑上的支付宝花呗在哪
301	0	显示有花呗额度，但是无法使用，那有什么用	蚂蚁花呗在哪里使用，怎么使用
302	1	花呗付款有手机短信提醒么	花呗付款后短信提示
303	1	自助申请提升借呗额度	帮我提升借呗信誉度
304	1	我***元怎么还不了，花呗的	我打开花呗，还不了款
305	0	花呗上的钱什么时候能到账	我的蚂蚁借呗！里面的钱，什么时候到期呀
306	0	花呗可以付款腾讯会员吗	好乐迪量贩式唱歌可以花呗支付吗
307	1	使用花呗付款购物津贴能用吗	用花呗可以用购物津贴吗
308	0	支付宝能用花呗淘宝不能	为什么在淘宝购物不能用花呗
309	1	花呗逾期两天怎么办	花呗逾期一到三天会怎样
310	0	关闭花呗不能再用另一个帐户开通了吗	同一身份证开通一个花呗又关闭了 另外一个支付宝的花呗怎么开通
311	0	花呗分期返佣账单没形成	做花呗分期的返佣是多少
312	1	我这个月花呗应还多少	我想知道我这个月一共欠多少花呗
313	1	身份证到期借呗就用不了了吗	我这借呗不开，是不是因为我身份证过期的原因
314	1	花呗和信用卡相似吗	花呗跟信用卡的区别
315	0	自己关闭借呗后怎么开通	借呗。关了如何开通
316	1	【花呗】支付宝*******花呗今天将从余额、储蓄卡或余额宝自动还***元，可登录支付宝-花呗核对，已还忽略	【花呗】支付宝****@qq.*花呗今天将从余额、储蓄卡或余额宝自动还***元，可登录支付宝-花呗核对，已还忽略
317	0	蚂蚁借呗，可以分期还款吗	借呗分期过可以更改吗
318	0	余额宝里的钱会自动还借呗吗	支付宝余额可以自动还蚂蚁借呗吗
319	0	蚂蚁借呗跟花呗的区别	借呗跟花呗的联系
320	0	怎么叫花呗访问通讯录	为什么我的花呗要访问通讯录
321	0	花呗分期是怎么用的	怎么将花呗分期一次性还清
322	0	但是我银行卡扣了钱，花呗还扣了	为什么线下支付的时候用花呗，朋友用得了，我首选花呗了还是用到余额和银行卡扣
323	0	花呗只能是自动还款吗	花呗自动还款是还上月花费的所有款吗
324	0	用花呗买的物品怎么查询分期	花呗买的东西怎么看物流
325	0	借呗信息写错了怎么办	借呗车牌写错一个字母，怎么办
326	1	我用不了蚂蚁花呗	花呗不能用，怎么解
327	0	花呗什么时候升级完成能交电费	为什么花呗不支持交电费了
328	1	客服电话是多少	客服在不在
329	0	余额宝钱不够的情况下借呗还款会自动扣余额里的钱吗	蚂蚁借呗会自动扣余额宝里面的钱吗
330	1	借呗怎样操作主动扣款	我是借呗还款，怎么操作
331	1	为啥花呗不能支持	信用卡花呗暂不支持
332	0	怎样把花呗自动还款解除	花呗自动还款金额没减为什么
333	0	我是用花呗付小蓝单车的押金不还花呗，你	小蓝车押金是花呗押的，为什么押金退不回来
334	0	借呗今日借款哪天还	借呗的最后还款期
335	1	已经退款成功，为什么花呗还显示该笔消费	花呗退款 为什么还是要还
336	0	花呗支付后抽奖的礼品在哪查询	花呗积分抽奖在哪里
337	0	帮我查一下我的身份证之前有没有开通花呗记录	查一下我花呗有不有逾期
338	0	花呗最多可以透支多少	刚开通花呗有多少透支额
339	0	为什么支付宝都开通花呗了，在淘宝用不了	为什么老是说我使用不了花呗，叫我多使用支付宝
340	0	我现在想还花呗可以吗	花呗能在电脑上还吗
341	0	蚂蚁借呗晚几天还款有什么后果	蚂蚁借呗还款日期还没有到，就扣钱
342	0	花呗临时额度成负怎么办	为什么我之前可以领取花呗临时额度
343	0	为什么我的花呗借呗来分期什么的都不能用	没有花呗 来分期用不了
344	0	还清花呗后又申请退款	花呗还款后，申请了退款钱会回到余额宝吗
345	0	如何提升花呗可用额度	花呗总额度怎么样提升
346	1	网商贷切回借呗	如何将网商贷转换为借呗
347	0	我是还蚂蚁借呗	蚂蚁借呗逾期还款一天怎么办
348	1	蚂蚁借呗借款***万元，现在只能还款进去，不能借出来为什么	怎么现在借呗还了不能在借出来了
349	0	花呗 提高额度	怎么提高花呗的信用额度
350	0	我的花呗已经***个??不能用了	花呗停了三四个月为什么还不能用
351	0	花呗逾期还能分期还不	花呗如何分期全部还款
352	0	实名认证身份证到期会不会影响借呗使用	是不是身份证过期就不能用蚂蚁借呗
353	0	花呗被冻结怎么解冻	花呗好像被冻结
354	0	我的花呗借呗怎么提升	蚂蚁借呗帮我提升点额度呗
355	0	借呗还款当天还可以吗	借呗可以延迟***天吗
356	1	借呗里面的钱可以分期还款吗	蚂蚁借呗可以分期过吗
357	0	借呗分***期可以吗	蚂蚁借呗借***分***期每个月多少
358	0	我的花呗怎么提不了钱	蚂蚁借呗这么提不出来钱
359	0	我刚才不小心点了一下花呗每月调整金额 额度，你可以帮我撤销一下吗	我巳经申请花呗还额度了还可以申请
360	0	花呗摇奖，提升额度	我调整了花呗额度
361	0	支付宝花呗在淘宝购物教程	在淘宝怎么没有花呗支付
362	0	为什么还是进不去蚂蚁借呗	为什么我每次进入蚂蚁借呗
363	0	花呗额度多少才能分期	如果我的花呗分期不能使用，那你们干嘛还要给我***的额度
364	1	不能使用花呗代付吗	为他人代付可以用花呗么
365	1	我的收款二维码的花呗收款有额度限制吗	花呗收款有限制
366	0	无法使用花呗服务，请使用支付宝	淘宝上可以用花呗付，就是支付宝付不了
367	0	信用积分到多少才能重新使用花呗	花呗需要多少积分才可以使用
